Gender,Age,Education_Level,Relationship_Status,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR5,VAR6,VAR7,Attrition_rate
F,39,4,Married,Sales,Conceptual,4.0,4,68,2,3,6,type3,2.0,3,2,8,3,0.0267
F,50,3,Married,R&D,Directive,14.0,4,51,1,2,9,type2,1.0,3,3,5,3,0.1957
F,22,3,Married,Logistics,Conceptual,3.0,1,66,0,3,6,type2,3.0,5,2,8,3,0.0854
F,43,3,Single,Operarions,Behavioral,8.0,3,40,1,2,8,type3,3.0,3,3,7,3,0.0845
F,48,5,Single,Human Resource Management,Analytical,11.0,3,49,1,2,7,type3,3.0,3,3,6,3,0.0517
F,26,4,Married,Security,Analytical,4.0,3,62,2,2,4,type2,4.0,3,3,8,3,0.0244
F,60,2,Married,Logistics,Directive,37.0,3,67,0,1,10,type3,3.0,3,2,5,3,0.0398
F,34,4,Married,Human Resource Management,Analytical,9.0,4,44,0,5,7,type2,4.0,3,1,5,3,0.1358
F,26,4,Single,Human Resource Management,Conceptual,2.0,2,34,0,5,6,type3,1.0,3,1,8,3,0.5315
F,37,3,Single,Operarions,Directive,11.0,3,67,2,5,8,type4,3.0,3,2,7,3,0.0993
M,26,3,Married,Sales,Directive,4.0,4,40,1,3,8,type1,3.0,3,3,8,3,0.014
M,47,4,Single,Logistics,Analytical,9.0,1,57,0,3,2,type3,3.0,2,3,7,3,0.1058
F,59,3,Married,Sales,Behavioral,36.0,1,31,0,4,5,type3,3.0,3,3,8,4,0.2102
F,62,3,Married,IT,Analytical,36.0,1,54,0,3,7,type3,3.0,3,2,8,2,0.2718
F,35,3,Married,R&D,Analytical,10.0,4,39,1,3,7,type2,3.0,4,3,8,4,0.0957
F,38,2,Married,IT,Analytical,13.0,1,70,0,3,5,type3,2.0,3,3,7,3,0.2406
M,47,2,Married,IT,Behavioral,21.0,3,53,1,4,8,type1,3.0,2,2,8,4,0.0898
F,28,3,Married,R&D,Directive,4.0,1,62,2,2,7,type2,4.0,3,2,9,3,0.1197
F,32,1,Single,Logistics,Conceptual,6.0,2,69,1,2,6,type2,4.0,3,2,5,5,0.5824
M,60,4,Single,Accounting and Finance,Directive,37.0,1,38,1,2,4,type2,3.0,3,1,9,4,0.1497
F,23,3,Married,Production,Directive,13.385064177362894,4,49,0,3,5,type2,2.0,2,4,7,3,0.883
F,19,4,Single,Logistics,Analytical,0.0,0,53,0,3,9,type2,1.0,3,2,8,5,0.3
F,26,3,Married,Logistics,Conceptual,2.0,2,42,1,3,6,type2,4.0,5,3,7,4,0.1316
F,65,2,Married,Human Resource Management,Behavioral,36.0,3,58,1,1,6,type3,2.0,4,3,7,5,0.031
F,39,1,Married,Operarions,Behavioral,31.0,4,45,1,2,9,type2,2.0,3,2,8,4,0.1092
F,21,4,Married,Operarions,Behavioral,2.0,2,57,1,1,6,type2,2.0,4,2,6,3,0.1677
M,35,3,Married,Logistics,Behavioral,6.0,1,61,1,5,7,type3,2.0,3,4,6,3,0.2584
F,34,1,Single,Logistics,Analytical,6.0,1,54,2,1,5,type2,2.0,3,3,8,5,0.196
F,22,4,Married,IT,Behavioral,3.0,3,63,1,3,8,type2,1.0,3,3,5,3,0.1817
F,60,3,Single,Operarions,Analytical,32.0,3,44,0,3,10,type2,3.0,3,3,8,3,0.6837
M,39,4,Married,Production,Behavioral,8.0,2,72,1,3,9,type2,3.0,3,2,7,3,0.6733
F,45,5,Married,Sales,Directive,19.0,3,22,1,2,6,type3,3.0,3,2,7,3,0.0823
F,32,3,Single,Marketing,Behavioral,7.0,2,69,1,4,8,type4,2.0,3,3,8,3,0.1359
F,28,3,Single,IT,Behavioral,5.0,4,64,1,3,4,type3,1.0,3,2,7,5,0.1854
F,47,3,Married,IT,Conceptual,16.0,1,49,0,3,3,type3,2.0,3,4,6,4,0.2336
F,21,4,Married,Accounting and Finance,Analytical,2.0,1,42,1,2,5,type2,1.0,3,4,8,3,0.1372
M,60,3,Married,IT,Behavioral,21.0,2,31,1,3,6,type3,1.0,3,3,5,1,0.0214
F,30,1,Married,IT,Analytical,7.0,1,35,2,3,4,type3,1.0,1,3,7,4,0.0347
F,37,4,Married,IT,Directive,9.0,4,22,1,5,6,type2,1.0,3,2,9,3,0.2537
F,58,3,Married,Purchasing,Analytical,35.0,4,71,0,5,8,type2,4.0,2,2,6,1,0.0154
F,54,5,Married,IT,Conceptual,28.0,1,65,0,2,4,type2,1.0,4,2,6,3,0.0559
M,65,1,Single,Purchasing,Conceptual,43.0,3,51,1,3,8,type3,3.0,3,3,8,5,0.181
M,37,3,Married,Accounting and Finance,Analytical,9.0,4,62,1,2,6,type3,1.0,4,3,8,3,0.1535
F,52,3,Married,Accounting and Finance,Analytical,22.0,4,52,1,4,5,type2,3.0,3,3,5,4,0.1329
F,65,3,Married,Logistics,Conceptual,31.0,4,23,0,3,7,type1,3.0,3,2,8,3,0.1299
M,44,4,Married,Logistics,Analytical,6.0,3,41,1,3,7,type3,3.0,3,1,8,2,0.7873
M,63,3,Married,Human Resource Management,Conceptual,35.0,2,69,1,3,8,type2,1.0,3,2,5,2,0.0273
F,22,3,Single,IT,Conceptual,3.0,1,39,0,2,5,type3,3.0,3,4,8,4,0.1521
M,47,2,Single,Sales,Conceptual,13.0,3,39,0,4,8,type2,3.0,4,3,5,3,0.9886
M,24,4,Married,Sales,Behavioral,5.0,2,28,0,2,8,type3,1.0,3,2,5,3,0.5447
F,21,3,Married,Sales,Directive,2.0,2,64,0,3,8,type2,1.0,4,4,6,3,0.1273
F,29,3,Single,Accounting and Finance,Analytical,5.0,3,38,0,2,6,type3,4.0,4,4,6,3,0.6042
M,43,5,Married,IT,Conceptual,15.0,1,42,0,3,8,type3,4.0,3,5,5,3,0.2785
F,34,1,Married,Human Resource Management,Conceptual,11.0,4,53,2,2,4,type2,1.0,3,2,5,4,0.0059
F,50,3,Married,Marketing,Directive,15.0,4,47,0,3,4,type2,3.0,3,3,7,2,0.5462
F,62,4,Single,Operarions,Conceptual,30.0,1,68,1,3,7,type0,2.0,2,2,8,1,0.0678
M,42,2,Married,Purchasing,Directive,18.0,4,31,0,1,6,type2,2.0,3,2,9,4,0.2728
M,47,2,Married,Human Resource Management,Conceptual,23.0,4,54,1,1,8,type3,4.0,3,1,7,3,0.1028
F,37,4,Single,Logistics,Analytical,10.0,2,27,0,3,5,type2,2.0,2,2,7,4,0.0124
F,24,3,Single,Logistics,Directive,5.0,4,22,1,2,7,type2,2.0,2,2,8,4,0.1239
F,41,3,Married,Logistics,Behavioral,13.0,4,41,1,5,4,type2,3.0,2,3,8,3,0.5478
F,24,5,Single,IT,Conceptual,5.0,3,39,1,3,8,type2,4.0,3,2,7,3,0.2787
F,25,5,Single,Accounting and Finance,Directive,6.0,3,66,0,3,8,type2,2.0,3,3,8,3,0.0356
F,39,4,Married,IT,Analytical,24.0,2,25,1,2,4,type2,3.0,3,1,7,5,0.1504
M,59,1,Married,Accounting and Finance,Directive,31.0,2,51,1,3,3,type2,2.0,5,3,7,2,0.1255
M,38,4,Married,Purchasing,Analytical,15.0,4,48,1,3,10,type2,4.0,3,1,6,4,0.1899
F,39,3,Married,IT,Analytical,3.0,2,70,1,1,5,type2,2.0,3,3,7,5,0.2577
M,46,3,Married,Sales,Directive,13.0,2,22,0,1,10,type2,3.0,3,1,8,4,0.2357
F,45,3,Single,IT,Analytical,20.0,1,37,1,4,8,type3,1.0,3,3,8,4,0.1927
M,30,3,Married,IT,Directive,8.0,4,39,1,2,8,type3,3.0,3,3,7,3,0.2287
F,56,2,Single,Logistics,Directive,13.385064177362894,3,69,1,4,9,type2,1.0,1,2,9,4,0.08900000000000001
F,19,3,Single,Production,Analytical,0.0,0,48,0,3,2,type3,3.0,3,1,7,3,0.0156
F,38,2,Married,R&D,Behavioral,13.385064177362894,1,68,1,1,4,type3,2.0,3,3,7,1,0.4349
M,19,1,Married,Logistics,Analytical,0.0,0,66,2,3,2,type2,5.0,4,3,8,3,0.1176
F,31,1,Single,Human Resource Management,Directive,7.0,4,37,1,3,2,type3,2.0,4,3,7,3,0.1191
F,45,3,Single,Operarions,Behavioral,19.0,2,49,1,3,8,type3,4.0,3,3,7,3,0.0136
F,20,4,Married,Accounting and Finance,Conceptual,1.0,1,34,2,3,9,type1,3.0,3,2,5,2,0.0298
M,59,4,Married,Logistics,Behavioral,13.385064177362894,4,38,2,4,8,type2,2.0,3,3,7,3,0.0518
F,35,1,Single,Sales,Directive,11.0,2,62,1,3,3,type2,3.0,3,3,7,3,0.2471
F,21,3,Married,Operarions,Directive,2.0,2,54,0,2,6,type2,1.0,1,3,5,3,0.1572
M,47,3,Single,IT,Conceptual,21.0,1,24,2,3,6,type2,4.0,2,1,7,3,0.1431
F,42,3,Single,IT,Conceptual,20.0,1,28,1,3,6,type0,4.0,4,2,6,3,0.0227
F,28,5,Married,Human Resource Management,Behavioral,4.0,4,40,2,1,8,type4,1.0,4,4,8,3,0.1463
F,50,1,Single,Purchasing,Conceptual,12.0,1,70,1,3,5,type2,2.0,4,2,6,3,0.0771
M,45,3,Single,Purchasing,Behavioral,18.0,2,64,0,3,4,type2,2.0,3,4,7,3,0.0584
M,64,3,Single,Logistics,Conceptual,28.0,4,26,1,4,4,type3,2.0,2,2,5,4,0.1749
F,32,4,Single,Purchasing,Directive,9.0,3,44,1,3,5,type2,5.0,3,4,7,5,0.0429
F,30,4,Married,Production,Conceptual,7.0,4,74,1,3,5,type4,2.0,3,3,6,3,0.1074
F,20,4,Married,Logistics,Behavioral,1.0,1,24,1,5,6,type2,3.0,5,4,5,2,0.1047
F,60,3,Married,Accounting and Finance,Behavioral,21.0,4,41,0,3,6,type3,4.0,2,2,7,3,0.3688
M,42,4,Married,IT,Behavioral,12.0,4,71,1,3,5,type2,4.0,3,2,7,3,0.1241
M,62,3,Married,Logistics,Behavioral,24.0,2,69,1,2,8,type2,1.0,3,2,8,3,0.1258
F,38,4,Married,Human Resource Management,Analytical,15.0,2,56,0,3,5,type3,3.0,3,3,5,1,0.0664
F,27,5,Married,Marketing,Analytical,3.0,2,47,2,2,5,type3,4.0,3,2,7,5,0.1784
F,36,4,Single,Production,Conceptual,9.0,2,39,1,1,6,type2,2.0,3,4,8,3,0.1284
M,31,3,Married,IT,Behavioral,5.0,2,37,0,1,6,type2,2.0,3,2,5,4,0.0036
F,24,3,Married,Sales,Analytical,5.0,2,67,0,3,2,type1,1.0,4,2,7,4,0.9635
F,39,5,Single,Accounting and Finance,Behavioral,25.0,3,51,0,4,9,type2,4.0,3,1,5,5,0.112
M,23,3,Single,Operarions,Conceptual,4.0,3,45,1,2,10,type2,3.0,3,3,8,2,0.5584
M,24,5,Married,Sales,Directive,5.0,3,22,1,4,9,type3,1.0,3,3,7,3,0.6542
M,61,4,Single,Sales,Behavioral,22.0,2,55,1,3,4,type3,3.0,4,2,8,4,0.0988
M,58,4,Married,Sales,Directive,24.0,3,29,1,2,2,type4,4.0,3,3,8,5,0.1378
F,55,3,Single,Marketing,Directive,18.0,1,51,1,4,8,type2,3.0,3,3,6,5,0.1292
F,30,3,Married,Sales,Behavioral,6.0,3,62,1,5,5,type3,2.0,3,2,8,3,0.5681
F,50,4,Married,Logistics,Behavioral,20.0,4,69,0,5,9,type3,3.0,4,1,6,3,0.0065
M,31,1,Married,R&D,Directive,8.0,1,54,2,4,3,type4,3.0,3,4,7,4,0.9475
F,52,1,Single,Logistics,Behavioral,21.0,4,61,0,1,7,type3,1.0,3,2,7,3,0.1428
F,25,4,Single,IT,Behavioral,6.0,3,68,0,4,1,type2,4.0,3,3,9,3,0.0021
F,39,4,Single,Logistics,Conceptual,13.385064177362894,4,47,1,3,8,type2,4.0,4,2,8,3,0.1781
F,30,5,Single,IT,Conceptual,7.0,4,33,0,3,7,type1,3.0,4,1,8,3,0.4036
F,48,3,Single,R&D,Directive,24.0,3,42,1,3,6,type2,1.0,3,4,8,3,0.0329
F,22,3,Married,Logistics,Directive,3.0,1,61,1,5,8,type3,2.0,4,3,8,3,0.2648
F,31,4,Married,Quality,Directive,4.0,4,46,1,4,3,type2,4.0,3,1,5,4,0.445
M,19,4,Married,R&D,Analytical,0.0,0,24,0,3,6,type2,2.0,4,3,7,3,0.0808
F,35,3,Married,IT,Analytical,13.0,2,49,0,3,9,type2,2.0,3,2,7,4,0.1159
F,53,3,Single,Operarions,Behavioral,31.0,4,32,2,2,8,type2,2.0,2,2,7,4,0.1364
F,31,3,Married,R&D,Directive,7.0,3,61,1,4,5,type2,4.0,3,4,8,5,0.1892
M,39,3,Married,R&D,Analytical,13.0,2,69,0,4,1,type2,1.0,2,2,8,3,0.1066
F,42,2,Married,Operarions,Conceptual,18.0,1,66,0,2,8,type2,4.0,3,2,5,3,0.2855
F,37,4,Single,Accounting and Finance,Behavioral,11.0,2,29,1,2,7,type2,4.0,4,2,8,3,0.1574
F,65,3,Married,IT,Behavioral,42.0,4,26,0,2,8,type3,1.0,3,2,8,4,0.2676
F,54,3,Married,Accounting and Finance,Analytical,21.0,1,36,0,3,4,type2,3.0,3,1,8,3,0.2648
F,30,1,Single,IT,Behavioral,6.0,1,24,0,2,6,type3,3.0,3,2,9,4,0.259
F,44,2,Married,Sales,Behavioral,17.0,4,34,1,1,9,type3,4.0,2,3,7,4,0.6511
F,32,3,Single,Purchasing,Directive,4.0,4,38,0,2,4,type2,2.0,2,2,6,4,0.0168
F,45,5,Single,Logistics,Behavioral,22.0,2,28,1,2,5,type3,2.0,2,3,8,4,0.0581
F,38,3,Single,IT,Conceptual,13.0,2,59,1,5,7,type2,1.0,2,4,5,4,0.0982
F,30,1,Single,Sales,Analytical,6.0,1,55,0,2,4,type3,1.0,3,3,7,3,0.0991
F,52,3,Married,Logistics,Conceptual,16.0,2,26,0,4,6,type3,4.0,3,2,8,2,0.19
M,22,3,Married,Operarions,Analytical,3.0,3,27,1,3,8,type2,4.0,4,4,5,4,0.1966
M,27,2,Married,IT,Directive,5.0,3,55,2,5,4,type3,2.0,3,4,8,3,0.7573
F,53,1,Married,R&D,Analytical,20.0,4,28,0,2,4,type2,4.0,3,3,8,4,0.123
F,22,3,Single,Marketing,Conceptual,3.0,3,58,1,4,5,type3,2.0,5,1,7,4,0.4462
F,19,3,Single,Human Resource Management,Analytical,0.0,0,49,1,4,8,type2,2.0,3,4,8,4,0.0259
F,57,4,Married,Logistics,Directive,28.0,4,30,1,1,6,type2,4.0,3,3,7,3,0.1138
F,42,2,Married,Logistics,Conceptual,17.0,4,43,1,5,8,type2,2.0,3,2,8,3,0.117
F,56,5,Married,Operarions,Conceptual,24.0,2,41,1,2,6,type2,2.0,2,3,7,3,0.057
F,46,5,Married,Accounting and Finance,Analytical,15.0,1,29,1,2,6,type2,3.0,3,2,8,5,0.7393
F,61,4,Single,Sales,Conceptual,25.0,4,53,1,3,4,type4,4.0,2,3,9,3,0.0841
F,54,4,Single,Logistics,Conceptual,16.0,2,20,1,3,6,type3,3.0,3,3,6,3,0.1889
F,41,3,Married,IT,Conceptual,12.0,2,47,0,2,7,type0,1.0,3,3,8,5,0.114
F,39,4,Married,Sales,Directive,15.0,4,57,0,3,3,type2,4.0,3,3,6,3,0.9483
M,23,1,Single,Accounting and Finance,Behavioral,4.0,4,41,0,2,5,type3,3.0,4,5,8,3,0.4673
M,45,3,Single,R&D,Directive,9.0,2,28,0,1,4,type3,2.0,3,3,5,1,0.0481
M,28,4,Married,Quality,Analytical,5.0,2,25,0,4,6,type2,3.0,2,3,7,3,0.1266
F,39,1,Married,R&D,Directive,6.0,1,23,0,1,5,type3,4.0,5,2,7,3,0.1609
F,28,4,Married,IT,Conceptual,5.0,2,49,1,3,5,type2,5.0,3,1,7,3,0.1026
F,43,4,Married,Logistics,Behavioral,21.0,1,54,1,3,7,type2,1.0,3,4,5,3,0.4125
F,54,2,Married,R&D,Conceptual,26.0,4,54,1,4,6,type2,4.0,3,3,8,3,0.2703
F,25,3,Married,Logistics,Analytical,6.0,2,39,1,3,7,type3,2.0,3,4,8,4,0.7266
F,52,5,Married,Accounting and Finance,Behavioral,17.0,3,37,0,1,3,type2,4.0,2,3,6,3,0.1949
M,39,3,Married,Purchasing,Conceptual,3.0,2,61,2,3,5,type2,3.0,2,3,9,4,0.8701
F,39,1,Single,R&D,Analytical,14.0,1,55,1,5,8,type2,1.0,3,1,8,4,0.1514
M,27,3,Single,Human Resource Management,Analytical,4.0,1,41,1,5,7,type3,1.0,3,2,7,3,0.0099
F,55,1,Married,Operarions,Behavioral,25.0,2,39,1,4,7,type3,4.0,5,2,8,3,0.1822
M,42,3,Married,IT,Behavioral,9.0,2,65,1,1,10,type2,1.0,3,3,5,5,0.5456
M,63,4,Single,R&D,Analytical,31.0,4,37,1,3,4,type2,1.0,2,2,7,2,0.2972
F,54,3,Married,Logistics,Conceptual,27.0,1,69,1,2,5,type2,2.0,3,3,8,3,0.067
F,45,3,Married,IT,Behavioral,10.0,4,33,2,2,10,type2,2.0,3,3,8,3,0.7374
F,27,5,Married,Operarions,Directive,5.0,1,22,0,3,6,type3,1.0,3,4,6,5,0.149
M,53,5,Married,Sales,Conceptual,16.0,2,34,0,3,6,type3,4.0,3,4,7,4,0.0678
F,26,3,Married,Logistics,Analytical,2.0,2,40,1,1,8,type3,1.0,2,4,8,3,0.0848
M,60,3,Married,Purchasing,Analytical,31.0,2,46,0,4,5,type2,3.0,3,3,7,3,0.0428
F,60,3,Married,Logistics,Behavioral,36.0,2,38,0,2,8,type2,2.0,4,3,7,3,0.2881
M,47,4,Married,Accounting and Finance,Conceptual,22.0,3,38,1,5,6,type2,3.0,3,4,6,2,0.1913
M,56,3,Married,IT,Behavioral,22.0,4,45,0,3,8,type3,3.0,3,2,9,3,0.0288
F,27,2,Married,R&D,Analytical,4.0,2,44,0,5,6,type3,1.0,3,2,8,3,0.256
F,22,5,Married,Logistics,Conceptual,3.0,1,38,1,2,1,type3,3.0,3,3,8,2,0.1718
F,20,4,Married,Purchasing,Directive,1.0,1,58,0,1,8,type2,2.0,3,4,7,3,0.029
F,29,2,Married,Quality,Analytical,6.0,1,64,1,4,7,type2,2.0,4,2,7,3,0.2409
F,39,3,Married,Marketing,Conceptual,5.0,3,47,0,5,8,type4,3.0,5,4,5,5,0.2791
F,42,4,Married,R&D,Conceptual,20.0,4,43,1,4,9,type2,3.0,1,3,5,3,0.1134
F,29,1,Married,Accounting and Finance,Behavioral,7.0,4,67,1,3,7,type2,2.0,4,2,8,3,0.035
F,37,3,Married,R&D,Directive,8.0,2,20,1,4,8,type3,3.0,4,3,8,3,0.1367
F,26,3,Single,Purchasing,Directive,3.0,2,34,1,5,5,type4,3.0,3,3,9,3,0.055
F,35,2,Single,Purchasing,Conceptual,12.0,1,47,2,1,6,type2,4.0,2,2,7,3,0.2749
F,27,3,Married,Operarions,Analytical,4.0,3,41,0,2,8,type3,1.0,2,5,8,1,0.0209
F,23,1,Married,Logistics,Directive,4.0,2,36,2,4,5,type0,2.0,3,3,5,3,0.7868
M,63,3,Married,Quality,Analytical,39.0,2,48,1,2,4,type2,1.0,4,2,6,5,0.0071
F,22,3,Single,IT,Directive,3.0,1,38,1,3,5,type3,1.0,3,3,6,4,0.0213
M,23,2,Single,Logistics,Analytical,4.0,4,53,0,2,7,type2,1.0,3,2,8,4,0.0068
F,42,2,Married,Sales,Behavioral,13.0,3,67,0,2,7,type0,1.0,4,4,5,3,0.1661
F,39,3,Married,Operarions,Directive,10.0,1,59,0,2,5,type2,2.0,3,1,6,2,0.7897
M,22,4,Married,Sales,Directive,3.0,1,27,1,2,5,type4,4.0,3,2,8,3,0.2537
M,60,3,Single,Logistics,Directive,28.0,4,64,0,4,7,type3,1.0,3,3,5,5,0.2448
F,60,4,Single,Logistics,Analytical,22.0,2,20,0,3,6,type4,3.0,3,2,7,3,0.024
M,65,3,Married,IT,Behavioral,37.0,3,39,1,3,2,type2,2.0,2,3,9,2,0.0668
F,32,4,Married,R&D,Directive,8.0,3,61,1,2,7,type3,1.0,2,5,7,3,0.1335
M,52,5,Married,Quality,Behavioral,17.0,2,30,0,1,5,type2,3.0,4,3,6,5,0.0738
M,21,4,Married,Sales,Conceptual,2.0,1,20,2,3,2,type3,4.0,3,3,8,5,0.2528
F,52,3,Single,R&D,Analytical,13.0,3,48,1,5,1,type3,2.0,3,3,8,3,0.0809
M,37,4,Single,Logistics,Analytical,10.0,3,23,2,4,4,type4,1.0,3,5,8,3,0.2478
F,26,2,Married,Accounting and Finance,Conceptual,2.0,2,41,0,3,8,type2,1.0,3,2,7,5,0.1789
F,40,3,Married,Operarions,Analytical,12.0,2,32,1,3,8,type2,3.0,3,3,8,3,0.555
F,39,4,Single,IT,Directive,10.0,1,26,2,3,8,type2,4.0,3,2,6,5,0.0922
M,36,3,Married,Human Resource Management,Behavioral,9.0,3,62,1,3,7,type2,3.0,4,4,6,3,0.232
M,39,5,Married,Purchasing,Directive,7.0,3,72,1,1,7,type2,2.0,5,2,8,4,0.6518
M,34,3,Married,Logistics,Analytical,5.0,3,32,1,3,4,type4,3.0,3,3,5,3,0.1567
M,39,3,Married,Sales,Directive,13.0,2,57,1,5,6,type2,1.0,4,3,8,4,0.053
M,46,1,Married,Logistics,Directive,8.0,4,65,0,3,6,type2,1.0,3,2,8,5,0.1648
M,59,3,Married,Purchasing,Behavioral,28.0,2,73,0,4,4,type2,2.0,5,3,8,4,0.1386
F,64,3,Single,IT,Directive,42.0,1,49,0,3,5,type3,2.0,4,4,8,4,0.2567
F,53,5,Married,R&D,Behavioral,20.0,2,50,0,3,6,type2,2.0,2,4,8,3,0.0026
F,62,4,Married,Accounting and Finance,Directive,36.0,2,73,1,2,6,type2,1.0,5,2,9,2,0.2792
F,30,3,Single,IT,Conceptual,6.0,2,53,1,2,8,type2,2.0,4,2,5,1,0.1133
F,47,4,Married,IT,Conceptual,20.0,2,39,0,5,8,type3,3.0,3,4,8,3,0.1367
M,44,3,Single,Security,Directive,13.385064177362894,2,46,2,2,10,type2,4.0,3,3,6,3,0.004
M,27,5,Single,Logistics,Analytical,4.0,3,30,1,5,7,type2,4.0,4,4,8,5,0.6843
F,26,3,Married,Logistics,Analytical,4.0,3,57,0,3,5,type2,2.0,4,3,7,3,0.1404
F,37,3,Married,Human Resource Management,Behavioral,11.0,4,39,0,3,8,type2,1.0,3,2,6,4,0.1812
M,39,3,Married,Marketing,Behavioral,22.0,4,58,0,3,7,type2,3.0,3,2,8,3,0.2403
M,39,4,Married,R&D,Directive,12.0,1,33,1,2,6,type2,3.0,3,3,8,4,0.2546
F,47,2,Married,Accounting and Finance,Behavioral,15.0,3,44,0,4,6,type2,1.0,3,3,7,5,0.1283
F,45,4,Married,Sales,Directive,20.0,1,68,0,2,6,type3,2.0,3,3,6,1,0.091
M,32,4,Married,Logistics,Conceptual,13.385064177362894,1,52,1,2,5,type2,1.0,3,3,7,3,0.1168
M,60,3,Married,Quality,Behavioral,32.0,2,57,1,3,8,type2,3.0,3,2,7,3,0.0156
M,59,3,Single,IT,Analytical,22.0,4,43,1,4,8,type3,4.0,3,2,7,4,0.0486
F,39,4,Married,Sales,Behavioral,5.0,3,50,1,4,4,type3,3.0,2,3,7,3,0.2213
M,47,5,Married,R&D,Behavioral,25.0,1,39,0,1,4,type2,3.0,4,3,8,3,0.0126
M,42,4,Single,Sales,Directive,7.0,2,58,1,5,6,type3,2.0,3,1,6,3,0.0312
F,39,3,Single,Logistics,Conceptual,31.0,1,21,1,2,6,type3,4.0,3,2,8,1,0.2451
F,39,4,Married,Human Resource Management,Analytical,14.0,3,22,0,2,2,type2,2.0,3,2,8,2,0.2795
M,50,5,Single,IT,Behavioral,16.0,2,32,2,2,8,type0,4.0,4,1,8,3,0.2705
F,24,4,Married,Accounting and Finance,Conceptual,5.0,1,68,0,5,6,type3,3.0,3,3,7,3,0.1715
M,30,1,Married,Accounting and Finance,Analytical,6.0,4,65,0,3,2,type4,1.0,3,3,7,3,0.8724
F,37,2,Married,Quality,Directive,9.0,3,25,1,1,5,type3,3.0,3,3,7,3,0.2675
F,60,4,Single,Accounting and Finance,Behavioral,36.0,4,71,1,3,4,type2,1.0,3,3,7,3,0.1613
F,30,3,Single,R&D,Conceptual,7.0,4,23,2,3,7,type3,2.0,3,1,5,4,0.1586
M,34,5,Single,Logistics,Behavioral,5.0,4,64,1,4,8,type2,4.0,3,3,9,3,0.2186
F,20,3,Single,Operarions,Analytical,1.0,1,58,0,3,10,type3,3.0,2,4,7,4,0.038
F,47,4,Married,Purchasing,Analytical,17.0,1,71,1,4,6,type3,2.0,5,4,8,5,0.152
M,31,3,Single,Accounting and Finance,Analytical,7.0,1,74,1,3,8,type2,2.0,2,3,8,3,0.2146
M,54,3,Single,Operarions,Directive,18.0,4,41,0,4,7,type4,3.0,5,4,8,3,0.0657
M,52,4,Married,R&D,Behavioral,30.0,4,40,1,2,7,type1,2.0,3,4,6,3,0.0329
F,39,3,Married,Accounting and Finance,Behavioral,25.0,4,68,1,4,9,type3,2.0,3,3,8,3,0.0204
M,45,5,Married,Operarions,Behavioral,11.0,4,33,0,3,8,type2,3.0,3,4,8,4,0.7726
F,39,3,Married,Quality,Analytical,4.0,3,51,1,3,7,type2,3.0,3,3,6,5,0.0414
M,35,3,Single,Purchasing,Directive,8.0,3,67,1,2,4,type0,3.0,3,3,7,3,0.6055
F,34,3,Married,Accounting and Finance,Behavioral,7.0,2,27,1,3,6,type2,1.0,4,4,8,3,0.0299
F,27,2,Married,Purchasing,Directive,4.0,2,20,0,3,6,type2,2.0,4,3,5,4,0.0995
M,35,2,Single,Human Resource Management,Analytical,11.0,1,66,1,5,4,type2,1.0,4,3,9,3,0.1051
M,49,4,Married,Logistics,Analytical,26.0,2,51,1,3,3,type1,1.0,3,3,6,3,0.0645
M,53,3,Single,IT,Analytical,24.0,4,56,2,3,6,type4,1.0,4,2,8,5,0.9865
M,55,3,Single,Logistics,Directive,24.0,2,31,1,1,6,type2,4.0,3,1,5,4,0.0892
F,44,3,Married,Sales,Behavioral,21.0,3,58,0,2,7,type2,1.0,5,3,8,4,0.256
F,45,3,Single,IT,Behavioral,21.0,4,56,0,3,9,type3,3.0,3,1,7,4,0.0773
F,45,3,Married,IT,Conceptual,10.0,3,69,1,4,2,type2,3.0,3,3,7,3,0.7647
F,25,4,Single,Sales,Directive,6.0,2,64,1,3,8,type2,4.0,5,2,5,3,0.0926
F,41,4,Single,R&D,Conceptual,10.0,3,42,1,4,8,type3,2.0,3,2,5,5,0.7585
F,40,3,Married,Logistics,Behavioral,11.0,4,58,1,3,5,type4,1.0,1,3,9,2,0.2748
F,40,1,Married,Purchasing,Analytical,15.0,2,66,1,2,8,type4,3.0,3,4,7,2,0.1642
M,57,5,Married,Sales,Directive,25.0,1,25,0,3,5,type0,4.0,4,2,8,3,0.0977
M,25,2,Married,IT,Conceptual,6.0,4,51,1,3,5,type2,3.0,4,4,8,2,0.0052
F,57,3,Married,Human Resource Management,Directive,28.0,3,55,1,4,7,type2,2.0,3,3,6,2,0.2464
M,24,3,Married,Logistics,Behavioral,5.0,2,66,1,4,8,type3,1.0,2,3,5,4,0.118
F,37,5,Single,Human Resource Management,Directive,8.0,3,36,0,3,4,type2,3.0,3,2,8,5,0.1263
F,39,3,Married,Sales,Analytical,7.0,1,36,1,2,7,type3,1.0,2,3,8,4,0.0309
M,47,3,Single,Operarions,Behavioral,21.0,2,25,0,3,8,type2,3.0,3,3,7,3,0.0083
M,39,5,Single,Accounting and Finance,Analytical,21.0,1,52,0,1,5,type3,2.0,4,4,7,4,0.1885
M,65,3,Single,IT,Directive,41.0,3,34,0,1,7,type3,2.0,3,3,8,3,0.7512
